"2012-04-03 19:30:32";"9";"94";"218";"581";"70";"0";"0"
"2012-04-03 19:30:30";"13";"0";"154";"0";"0";"49";"1"
"2012-04-03 19:30:15";"16";"0";"79";"0";"0";"0";"2"
"2012-04-03 19:27:28";"9";"89";"271";"584";"69";"0";"0"
"2012-04-03 19:27:26";"12";"0";"160";"0";"0";"49";"1"
"2012-04-03 19:27:12";"16";"0";"106";"0";"0";"0";"2"
"2012-04-03 19:24:23";"12";"0";"147";"0";"0";"49";"1"
"2012-04-03 19:24:21";"9";"94";"341";"575";"70";"0";"0"
"2012-04-03 19:24:09";"16";"0";"134";"0";"0";"0";"2"
"2012-04-03 19:21:19";"12";"0";"134";"0";"0";"49";"1"
"2012-04-03 19:21:15";"9";"94";"418";"578";"68";"0";"0"
"2012-04-03 19:21:06";"16";"0";"174";"0";"0";"0";"2"
"2012-04-03 19:18:16";"12";"0";"30";"0";"0";"49";"1"
"2012-04-03 19:18:10";"9";"94";"423";"581";"69";"0";"0"
"2012-04-03 19:18:03";"16";"0";"217";"0";"0";"0";"2"
"2012-04-03 19:15:12";"12";"0";"36";"0";"0";"49";"1"
"2012-04-03 19:15:05";"9";"94";"440";"578";"70";"0";"0"
"2012-04-03 19:15:00";"16";"0";"216";"0";"0";"0";"2"
"2012-04-03 19:12:09";"12";"0";"32";"0";"0";"49";"1"
"2012-04-03 19:11:59";"9";"93";"426";"579";"70";"0";"0"
"2012-04-03 19:11:57";"16";"0";"213";"0";"0";"0";"2"
"2012-04-03 19:09:05";"12";"0";"30";"0";"0";"49";"1"
"2012-04-03 19:08:56";"9";"93";"520";"577";"69";"0";"0"
"2012-04-03 19:08:54";"16";"0";"223";"0";"0";"0";"2"
"2012-04-03 19:06:02";"12";"0";"47";"0";"0";"49";"1"
"2012-04-03 19:05:51";"16";"0";"275";"0";"0";"0";"2"
"2012-04-03 19:05:49";"9";"93";"428";"576";"69";"0";"0"
"2012-04-03 19:02:58";"12";"0";"36";"0";"0";"41";"1"
"2012-04-03 19:02:47";"17";"0";"220";"0";"0";"0";"2"
"2012-04-03 19:02:43";"9";"93";"437";"575";"69";"0";"0"
"2012-04-03 18:59:55";"12";"0";"34";"0";"0";"49";"1"
"2012-04-03 18:59:44";"17";"0";"226";"0";"0";"0";"2"
"2012-04-03 18:59:38";"10";"93";"367";"576";"68";"0";"0"
"2012-04-03 18:56:52";"12";"0";"31";"0";"0";"41";"1"
"2012-04-03 18:56:41";"17";"0";"196";"0";"0";"0";"2"
"2012-04-03 18:56:33";"10";"93";"329";"578";"68";"0";"0"
"2012-04-03 18:53:48";"12";"0";"27";"0";"0";"40";"1"
"2012-04-03 18:53:38";"17";"0";"173";"0";"0";"0";"2"
"2012-04-03 18:53:27";"10";"93";"298";"578";"68";"0";"0"
"2012-04-03 18:50:45";"12";"0";"22";"0";"0";"41";"1"
"2012-04-03 18:50:35";"17";"0";"152";"0";"0";"0";"2"
"2012-04-03 18:50:22";"10";"92";"312";"577";"68";"0";"0"
"2012-04-03 18:47:41";"12";"0";"21";"0";"0";"41";"1"
"2012-04-03 18:47:32";"17";"0";"148";"0";"0";"0";"2"
"2012-04-03 18:47:17";"10";"92";"412";"572";"68";"0";"0"
"2012-04-03 18:44:38";"12";"0";"26";"0";"0";"40";"1"
"2012-04-03 18:44:29";"17";"0";"197";"0";"0";"0";"2"
"2012-04-03 18:44:11";"10";"91";"505";"573";"69";"0";"0"
"2012-04-03 18:41:34";"12";"0";"32";"0";"0";"41";"1"
"2012-04-03 18:41:25";"17";"0";"247";"0";"0";"0";"2"
"2012-04-03 18:41:06";"10";"91";"563";"578";"68";"0";"0"
"2012-04-03 18:38:31";"12";"0";"35";"0";"0";"41";"1"
"2012-04-03 18:38:22";"17";"0";"265";"0";"0";"0";"2"
"2012-04-03 18:38:01";"10";"90";"584";"576";"68";"0";"0"
"2012-04-03 18:35:27";"12";"0";"38";"0";"0";"41";"1"
"2012-04-03 18:35:19";"17";"0";"276";"0";"0";"0";"2"
"2012-04-03 18:34:55";"10";"87";"637";"584";"68";"0";"0"
"2012-04-03 18:32:24";"12";"0";"41";"0";"0";"41";"1"
"2012-04-03 18:32:16";"17";"0";"314";"0";"0";"0";"2"
"2012-04-03 18:31:50";"10";"91";"717";"581";"68";"0";"0"
"2012-04-03 18:29:20";"12";"0";"47";"0";"0";"41";"1"
"2012-04-03 18:29:13";"17";"0";"366";"0";"0";"0";"2"
"2012-04-03 18:28:44";"10";"90";"771";"576";"68";"0";"0"
"2012-04-03 18:26:17";"12";"0";"59";"0";"0";"41";"1"
"2012-04-03 18:26:10";"17";"0";"417";"0";"0";"0";"2"
"2012-04-03 18:25:39";"10";"90";"656";"574";"68";"0";"0"
"2012-04-03 18:23:13";"12";"0";"60";"0";"0";"41";"1"
"2012-04-03 18:23:07";"17";"0";"358";"0";"0";"0";"2"
"2012-04-03 18:22:34";"10";"90";"519";"574";"68";"0";"0"
"2012-04-03 18:20:10";"12";"0";"46";"0";"0";"42";"1"
"2012-04-03 18:20:04";"18";"0";"273";"0";"0";"0";"2"
"2012-04-03 18:19:28";"11";"88";"428";"575";"67";"0";"0"
"2012-04-03 18:17:07";"12";"0";"36";"0";"0";"41";"1"
"2012-04-03 18:17:01";"18";"0";"223";"0";"0";"0";"2"
"2012-04-03 18:16:23";"11";"88";"581";"571";"68";"0";"0"
"2012-04-03 18:14:03";"13";"0";"34";"0";"0";"41";"1"
"2012-04-03 18:13:57";"18";"0";"269";"0";"0";"0";"2"
"2012-04-03 18:13:18";"11";"88";"715";"569";"67";"0";"0"
"2012-04-03 18:11:00";"13";"0";"44";"0";"0";"41";"1"
"2012-04-03 18:10:54";"18";"0";"311";"0";"0";"0";"2"
"2012-04-03 18:10:12";"11";"87";"531";"573";"67";"0";"0"
"2012-04-03 18:07:56";"13";"0";"23";"0";"0";"41";"1"
"2012-04-03 18:07:51";"18";"0";"204";"0";"0";"0";"2"
"2012-04-03 18:07:07";"11";"86";"647";"574";"68";"0";"0"
"2012-04-03 18:04:53";"13";"0";"20";"0";"0";"41";"1"
"2012-04-03 18:04:48";"18";"0";"221";"0";"0";"0";"2"
"2012-04-03 18:04:02";"11";"88";"993";"574";"67";"0";"0"
"2012-04-03 18:01:49";"13";"0";"97";"0";"0";"41";"1"
"2012-04-03 18:01:45";"19";"0";"663";"0";"0";"0";"2"
"2012-04-03 18:00:56";"11";"85";"996";"569";"67";"0";"0"
"2012-04-03 17:58:46";"13";"0";"122";"0";"0";"41";"1"
"2012-04-03 17:58:42";"19";"0";"789";"0";"0";"0";"2"
"2012-04-03 17:57:51";"11";"86";"996";"569";"68";"0";"0"
"2012-04-03 17:55:42";"13";"0";"139";"0";"0";"41";"1"
"2012-04-03 17:55:39";"19";"0";"849";"0";"0";"0";"2"
"2012-04-03 17:54:46";"11";"86";"996";"567";"67";"0";"0"
"2012-04-03 17:52:39";"13";"0";"146";"0";"0";"41";"1"
"2012-04-03 17:52:36";"19";"0";"823";"0";"0";"0";"2"
"2012-04-03 17:51:40";"11";"86";"994";"565";"68";"0";"0"
"2012-04-03 17:49:35";"13";"0";"134";"0";"0";"41";"1"
"2012-04-03 17:49:33";"19";"0";"737";"0";"0";"0";"2"
"2012-04-03 17:48:35";"11";"86";"993";"569";"68";"0";"0"
"2012-04-03 17:46:32";"13";"0";"125";"0";"0";"41";"1"
"2012-04-03 17:46:29";"19";"0";"724";"0";"0";"0";"2"
"2012-04-03 17:45:30";"11";"86";"993";"564";"68";"0";"0"
"2012-04-03 17:43:29";"13";"0";"123";"0";"0";"41";"1"
"2012-04-03 17:43:26";"19";"0";"716";"0";"0";"0";"2"
"2012-04-03 17:42:24";"11";"86";"992";"563";"67";"0";"0"
"2012-04-03 17:40:25";"13";"0";"129";"0";"0";"41";"1"
"2012-04-03 17:40:23";"19";"0";"707";"0";"0";"0";"2"
"2012-04-03 17:39:19";"11";"86";"989";"568";"67";"0";"0"
"2012-04-03 17:37:22";"13";"0";"124";"0";"0";"41";"1"
"2012-04-03 17:37:20";"19";"0";"640";"0";"0";"0";"2"
"2012-04-03 17:36:13";"11";"86";"922";"565";"67";"0";"0"
"2012-04-03 17:34:19";"13";"0";"96";"0";"0";"41";"1"
"2012-04-03 17:34:17";"19";"0";"521";"0";"0";"0";"2"
"2012-04-03 17:33:08";"12";"84";"897";"585";"68";"0";"0"
"2012-04-03 17:31:16";"13";"0";"61";"0";"0";"41";"1"
"2012-04-03 17:31:14";"19";"0";"407";"0";"0";"0";"2"
"2012-04-03 17:30:03";"12";"84";"966";"565";"67";"0";"0"
"2012-04-03 17:28:13";"13";"0";"64";"0";"0";"41";"1"
"2012-04-03 17:28:11";"19";"0";"476";"0";"0";"0";"2"
"2012-04-03 17:26:57";"12";"82";"991";"567";"67";"0";"0"
"2012-04-03 17:25:10";"13";"0";"63";"0";"0";"40";"1"
"2012-04-03 17:25:08";"20";"0";"485";"0";"0";"0";"2"
"2012-04-03 17:23:52";"12";"80";"998";"568";"67";"0";"0"
"2012-04-03 17:22:07";"20";"0";"808";"0";"0";"0";"2"
"2012-04-03 17:22:04";"14";"0";"103";"0";"0";"41";"1"
"2012-04-03 17:20:47";"13";"81";"1001";"566";"67";"0";"0"
"2012-04-03 17:19:03";"20";"0";"991";"0";"0";"0";"2"
"2012-04-03 17:19:01";"14";"0";"166";"0";"0";"41";"1"
"2012-04-03 17:17:41";"12";"82";"1003";"564";"67";"0";"0"
"2012-04-03 17:16:00";"20";"0";"997";"0";"0";"0";"2"
"2012-04-03 17:15:57";"14";"0";"244";"0";"0";"41";"1"
